fileyear,Program,Level,Number,Person,Cases,Medi-Cal,ACA,FPACT,CalFresh,CalWorks,IHSS,Child Welfare,Foster Care,DDS,WIC,Black,White,Hispanic,Asian_PI,Native American/Other/Unknown,Female,Male,Unknown/Other Gender,age1 missing,17 and Under,18 and Over,age2 missing,18-64,65 and Over,18 to 59,60 and Over,1 program,2 programs,3 programs,4 programs,5+ programs,1 department,2 departments,3 departments,4 departments,fc age missing,age 0,1 to 2,3 to 5,6 to 10,11 to 15,16 to 17,18 to 20,less than 19,20 to 24,25 to 29,30 to 34,35 and over,wic age 0,wic age 1,wic age 2,wic age 3,wic age 4,wic age 5 to 19,wic age 20 and Over
2015,CalFresh,State Senate,District 22,99110,48892,94149,,5949,,31380,683,2831,649,0,17763,2778,6509,71255,13708,4860,52835,46275,,,51335,,,45340,2435,42315,5460,4164,49309,34632,9893,1112,4335,77231,17544,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 23,166114,83822,154382,,5807,,55666,1649,4718,1357,0,27772,23773,44558,81769,4987,11027,89971,76143,,,78822,,,82962,4330,78717,8575,10364,81482,55733,17125,1410,10688,128099,27327,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 24,137824,74387,130231,,11606,,46357,1097,4475,777,0,26278,7715,7879,110613,6974,4643,72131,65693,,,75045,,,59122,3657,55316,7463,6174,63102,50856,15646,2046,6403,105411,26010,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 25,68671,37666,64338,,3660,,21373,1337,1690,491,0,8871,7074,27786,25674,2643,5494,36311,32360,,,27762,,,38532,2377,36172,4737,3782,35099,23773,5465,552,3874,56055,8742,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 26,27515,19597,24775,,1964,,6604,491,582,156,0,2930,4381,9226,8866,1289,3753,14303,13212,,,9316,,,16493,1706,15159,3040,2455,15011,8031,1814,204,2489,22146,2880,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 27,55918,30577,52024,,3142,,14064,747,1414,265,0,7532,3710,18632,25259,3511,4806,30142,25776,,,25702,,,27550,2666,25505,4711,3491,30834,17184,3939,470,3557,44899,7462,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 28,116487,56715,107451,,4321,,33463,983,2610,736,0,19153,7117,28070,70468,2526,8306,62443,54044,,,59405,,,53825,3257,50942,6140,8071,60326,37472,9786,832,8265,89354,18868,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 29,79655,40661,75306,,2763,,20821,575,1158,313,0,13909,3418,13601,46316,10717,5603,43092,36563,,,43227,,,33696,2732,31349,5079,3832,43946,25479,5976,422,3900,62045,13710,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 30,193124,117179,180984,,18867,,75577,1602,8758,1322,0,36117,70520,7474,99299,1573,14258,101316,91808,,,95240,,,94221,3663,89625,8259,10048,78600,74039,26731,3706,10439,146874,35811,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 31,130385,59490,120939,,4976,,39055,1129,2785,887,0,22780,18480,20141,78389,3751,9624,71223,59162,,,68707,,,59020,2658,56415,5263,8230,66135,43437,11691,892,8430,99586,22369,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 32,87428,43584,81940,,5258,,29314,818,2696,575,0,15589,4968,8307,64461,4124,5568,48057,39371,,,44338,,,40474,2616,38170,4920,4668,41276,31279,9085,1120,4831,67273,15324,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 33,160961,81454,153359,,11528,,61908,1084,5529,994,0,33239,20820,6373,119041,6229,8498,87691,73270,,,92862,,,64995,3104,61781,6318,6360,68463,62818,20869,2451,6588,121478,32895,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 34,123060,62261,117356,,3989,,26653,731,1753,437,0,21283,2413,14945,72294,27830,5578,64799,58261,,,68242,,,50757,4061,46395,8423,5137,72950,36640,7808,525,5229,96730,21101,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 35,152450,83321,143217,,11484,,60282,1129,5595,1049,0,29109,42259,6834,82773,4810,15774,82771,69679,,,78683,,,70566,3201,67314,6453,7701,64119,57854,20275,2501,8020,115719,28711,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 36,46859,24664,42711,,1921,,9365,442,814,184,0,7223,2535,16112,19145,4282,4785,25082,21777,,,22468,,,22166,2225,20610,3781,3755,27123,12857,2867,257,3811,35934,7114,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 37,46752,25163,43428,,1591,,9994,496,682,240,0,6829,1846,14007,21882,4227,4790,25124,21628,,,23230,,,21173,2349,19349,4173,3035,27535,13309,2632,241,3070,36935,6747,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 38,99191,49740,92603,,3747,,28670,761,1679,350,0,16462,7764,28758,30976,6729,24964,53080,46111,,,45881,,,50046,3264,47080,6230,5834,51860,33008,7931,558,5941,77056,16194,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 39,54153,35884,49253,,2702,,11515,494,1095,236,0,6693,8585,15478,14042,7858,8190,27300,26853,,,20068,,,31725,2360,29308,4777,4346,31822,14353,3316,316,4419,43179,6555,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,District 40,159988,74835,150984,,6098,,48143,1374,2679,687,0,26769,12905,13995,105872,13747,13469,88418,71570,,,79032,,,75480,5476,70834,10122,7935,84138,52815,14139,961,8110,125477,26401,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,State Senate,State Senate Total,4589162,2320672,4337722,,204479,,1461874,40215,116200,26263,0,804778,565031,961683,2351429,354303,356716,2462890,2126272,,,2295513,,,2164810,128839,2046139,247510,219155,2308747,1568614,452833,39813,225266,3568722,795174,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District Missing,131232,89614,119059,,6401,,31478,658,5819,1442,0,14842,23870,43575,42639,8362,12786,62004,69228,,,40168,,,87725,3339,83205,7859,10982,75182,33418,10420,1230,11269,105306,14657,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 01,92184,42791,88270,,3970,,26789,1107,2884,875,0,14373,2197,65557,13075,3890,7465,48049,44135,,,37813,,,51835,2536,49393,4978,3352,50601,28809,8546,876,3443,74469,14272,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 02,61125,32230,57788,,2835,,14141,978,1868,395,0,8590,1845,34107,14614,2790,7769,32018,29107,,,25278,,,33324,2523,31333,4514,2918,35554,17781,4413,459,2969,49597,8559,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 03,84074,39764,80314,,2696,,25626,831,1852,370,0,13884,8588,35223,26683,6905,6675,45000,39074,,,39183,,,42806,2085,40873,4018,3328,45010,27592,7589,555,3430,66894,13750,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 04,49718,25502,46617,,1088,,12227,589,1570,486,0,6459,959,35351,7327,1357,4724,26276,23442,,,19195,,,28489,2034,26677,3846,2854,29381,13645,3478,360,2909,40459,6350,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 05,61442,33614,58051,,2460,,15196,959,1328,315,0,9349,10837,20282,19062,5748,5513,33285,28157,,,28560,,,30437,2445,28558,4324,3010,34589,19128,4371,344,3068,49154,9220,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 06,138800,68839,132951,,4286,,54563,1321,3312,709,0,24828,35235,30884,32338,22499,17844,75423,63377,,,67147,,,68839,2814,66015,5638,5106,64138,52655,15822,1079,5242,109016,24542,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 07,75533,39675,71650,,2131,,27382,699,1590,399,0,11848,14406,25667,12163,11650,11647,41063,34470,,,34453,,,39109,1971,37268,3812,3472,37285,26889,7337,550,3543,60329,11661,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 08,160928,78263,150765,,4234,,59690,1265,4100,1056,0,26589,26059,51357,70163,3145,10204,85866,75062,,,76052,,,81174,3702,77322,7554,9098,77083,55852,17750,1145,9362,125384,26182,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 09,125990,58146,121164,,3632,,46399,677,2214,565,0,23083,22167,25454,53531,15286,9552,68799,57191,,,64941,,,58427,2622,56017,5032,4214,61640,45655,13721,760,4336,98842,22812,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 10,112630,53093,107553,,2978,,36087,722,2079,456,0,18274,5946,38280,56282,5700,6422,60592,52038,,,55378,,,54606,2646,52363,4889,4551,59717,37792,9904,666,4670,89901,18059,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 11,50218,27200,47623,,2009,,15555,390,925,218,0,8183,13457,8904,18109,4215,5533,27966,22252,,,25352,,,23211,1655,21920,2946,2263,26093,17294,4278,290,2312,39836,8070,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 12,44504,28884,41523,,1842,,8395,1266,1280,147,0,5586,9251,5700,9061,14078,6414,22735,21769,,,16146,,,25207,3151,22515,5843,2681,26950,11940,2680,253,2744,36218,5542,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 13,79831,43433,75122,,4754,,24827,970,1803,374,0,12712,32829,6124,21285,12792,6801,44266,35565,,,36294,,,40647,2890,38006,5531,4111,40347,26770,8123,480,4209,63061,12561,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 14,32035,18770,29981,,1009,,4942,517,702,195,0,5100,2135,4497,13845,7924,3634,17366,14669,,,15510,,,13993,2532,12602,3923,1832,19978,8565,1505,155,1867,25141,5027,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 15,39952,20574,37549,,1471,,11260,506,602,136,0,6331,6888,6391,15056,6667,4950,22499,17453,,,19535,,,18345,2072,17010,3407,2117,21424,13118,3117,176,2153,31599,6200,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 16,200873,94472,194349,,6085,,76417,1132,4317,1058,0,43054,17196,29810,122960,21268,9639,106866,94007,,,109871,,,88336,2666,84998,6004,5619,93483,75049,25148,1574,5814,152283,42776,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 17,29077,15555,27538,,802,,6287,433,480,75,0,3804,2067,4167,10001,9741,3101,15945,13132,,,13078,,,14091,1908,12661,3338,1407,17840,8093,1631,106,1432,23894,3751,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 18,23770,14359,22391,,754,,4757,374,460,98,0,3522,1655,6016,10714,3141,2244,12638,11132,,,11726,,,10616,1428,9742,2302,1248,14231,6937,1265,89,1273,19031,3466,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 19,69407,35966,66492,,2251,,16457,809,1581,236,0,10780,3471,7119,37111,17509,4197,36924,32483,,,35129,,,31556,2722,29036,5242,2568,40680,21214,4533,412,2641,56123,10643,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 20,79816,38134,76813,,2714,,22398,894,1075,201,0,16561,1834,13076,57371,3227,4308,42815,37001,,,46258,,,31043,2515,29321,4237,2608,41776,27987,7085,360,2690,60662,16464,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 21,165389,74736,160263,,4597,,55797,629,2875,813,0,37735,9039,17739,125731,6342,6538,88495,76894,,,97281,,,65405,2703,62707,5401,4396,80996,60083,18939,975,4578,123384,37427,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 22,154556,73204,148073,,5163,,51819,818,2623,796,0,30063,8647,29928,93078,13862,9041,83228,71328,,,80516,,,70804,3236,68064,5976,5696,77521,53952,16428,959,5825,118943,29788,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 23,121610,60727,116341,,3279,,45300,491,3343,951,0,23938,13632,40281,58524,3326,5847,65904,55706,,,61639,,,57678,2293,55377,4594,4607,58167,43030,14777,1029,4737,93222,23651,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 24,56209,27784,53852,,2179,,16113,515,1382,280,0,11049,1381,38399,10173,2927,3329,30132,26077,,,29960,,,24619,1630,23239,3010,2056,29313,19175,5249,416,2106,43130,10973,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 25,87220,43236,81717,,3591,,34988,835,4915,783,0,14713,22199,17241,40588,1827,5365,47415,39805,,,43533,,,41931,1756,40264,3423,4754,37580,32887,10646,1353,4980,67744,14496,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 26,67446,32970,63276,,2398,,14620,433,1358,356,0,11646,1603,14295,42439,5467,3642,35808,31638,,,35836,,,29113,2497,27329,4281,3777,38536,20517,4311,305,3828,52108,11510,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 27,42325,23070,39652,,2280,,11271,482,1089,330,0,6202,4352,5026,19838,9628,3481,22496,19829,,,18864,,,22081,1380,20362,3099,2308,23137,13192,3312,376,2356,33867,6102,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 28,56240,32985,53036,,3317,,17285,1312,1017,157,0,7018,3058,25991,21615,2603,2973,29339,26901,,,21647,,,32233,2360,29921,4672,2822,29174,19373,4444,427,2878,46408,6954,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 29,99326,50011,94602,,7730,,33749,1037,3715,549,0,17996,5596,13455,73186,2559,4530,53386,45940,,,54422,,,42002,2902,39398,5506,3819,46180,36899,10950,1478,4007,77521,17798,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 30,48153,27457,45083,,3202,,13439,743,1326,223,0,6648,4140,14009,23225,2615,4164,26008,22145,,,21715,,,24270,2168,22422,4016,2708,25346,15705,3918,476,2762,38800,6591,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 31,139099,69567,129995,,5431,,49622,1169,3060,989,0,25131,23216,19211,84022,4260,8390,75590,63509,,,70134,,,65875,3090,62910,6055,7914,65494,49256,15361,1074,8147,106238,24714,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 32,81159,40512,76747,,5123,,27403,530,2627,702,0,15009,2940,6778,61994,4911,4536,43539,37620,,,43106,,,36171,1882,34180,3873,3670,38290,29512,8671,1016,3839,62513,14807,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 33,15754,10802,14264,,1053,,3965,253,318,66,0,1604,2300,5619,4523,794,2518,8376,7378,,,5518,,,9250,986,8508,1728,1341,8537,4814,962,100,1367,12812,1575,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 34,109511,63843,103194,,10646,,35439,811,3541,485,0,20147,9115,5329,83526,6031,5510,55516,53995,,,57216,,,49505,2790,46221,6074,5077,50379,40410,12087,1558,5273,84289,19949,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 35,120587,57511,112867,,5364,,38162,742,2768,651,0,22608,10790,11276,87601,3129,7791,65281,55306,,,65126,,,52757,2704,50045,5416,6630,59167,42061,11737,992,6854,91468,22265,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 36,117203,53517,109391,,4351,,37029,1187,3455,897,0,20071,9804,27613,71212,1889,6685,62941,54262,,,59599,,,54409,3195,51527,6077,6933,58579,39288,11311,1092,7153,90215,19835,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 37,104581,67400,96800,,9829,,38379,1063,4498,694,0,18012,42590,6519,45412,1285,8775,54955,49626,,,47107,,,54916,2558,52074,5400,6554,44814,37897,13407,1909,6768,79970,17843,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 38,65919,33649,61837,,4026,,22548,611,2094,416,0,11966,3253,5718,50006,3148,3794,36202,29717,,,33930,,,30094,1895,28395,3594,3479,30648,23858,7055,879,3603,50553,11763,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 39,41789,20436,39208,,1527,,10769,307,680,200,0,7003,1804,8081,24155,4898,2851,22800,18989,,,21782,,,18413,1594,17167,2840,2292,23096,13045,3124,232,2324,32575,6890,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 40,138842,71659,132590,,10291,,53610,833,5270,936,0,29593,12554,3094,117327,928,4939,75076,63766,,,83824,,,52438,2580,49812,5206,5100,58374,54783,18213,2372,5334,104206,29302,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 41,107996,47638,100859,,4104,,33820,934,2238,698,0,19546,16147,15147,66199,2747,7756,59637,48359,,,58415,,,47527,2054,45438,4143,6155,53886,37034,10149,772,6300,82494,19202,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 42,65531,33098,59831,,2151,,16826,649,1187,405,0,10427,4669,19222,32442,2655,6543,36023,29508,,,32680,,,30785,2066,29032,3819,5119,35305,19949,4775,383,5218,50124,10189,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 43,105874,63506,99311,,8199,,41531,888,3845,675,0,20398,35928,4446,54519,2532,8449,58032,47842,,,54277,,,49270,2327,46948,4649,5464,44103,40644,13976,1687,5661,80109,20104,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 44,141112,73446,133729,,11513,,58462,892,5611,936,0,28505,31620,4615,88759,3460,12658,76668,64444,,,76786,,,61902,2424,59311,5015,6097,56956,55129,20379,2551,6372,106537,28203,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 45,29243,15209,27312,,904,,6718,356,462,153,0,4274,1511,8413,12681,2964,3674,15974,13269,,,14827,,,12882,1534,11788,2628,1764,16917,8736,1674,152,1792,23229,4222,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 46,108652,52495,104022,,3588,,27907,590,1454,398,0,21878,2340,10128,77422,13827,4935,57879,50773,,,66674,,,38811,3167,35951,6027,4122,59089,36544,8337,560,4201,82764,21687,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 47,81592,45811,77247,,4051,,24886,694,2092,489,0,13618,11047,9961,37651,17169,5764,43892,37700,,,40930,,,38335,2327,35660,5002,3806,42194,27184,7637,771,3897,64235,13460,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 48,43263,27005,40456,,1451,,7749,380,467,133,0,5842,785,12089,17973,9203,3213,23133,20130,,,20941,,,20339,1983,18458,3864,2554,27378,11172,2016,143,2580,34903,5780,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 49,36238,18706,33129,,1509,,7397,321,592,137,0,6078,1892,11343,16084,3346,3573,19711,16527,,,18382,,,16143,1713,14962,2894,2797,20658,10196,2378,209,2838,27416,5984,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 50,67848,33498,63345,,2386,,18461,540,1068,258,0,11752,3085,21091,23845,4331,15496,36833,31015,,,33180,,,32258,2410,30215,4453,4002,36011,22339,5134,362,4072,52233,11543,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 51,132712,61124,126204,,4746,,41183,1168,2084,551,0,22896,8776,10211,93091,10281,10353,73824,58888,,,67772,,,60577,4363,56838,8102,5735,69251,44970,11952,804,5871,104212,22629,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 52,22612,13825,20414,,1099,,4082,249,237,42,0,2554,2106,8343,4262,3771,4130,11941,10671,,,8436,,,12804,1372,11620,2556,1966,13865,5645,1065,71,1986,18140,2486,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,District 53,70432,39646,65512,,2999,,20672,656,1068,308,0,11106,10220,13531,24936,7694,14051,38461,31971,,,32391,,,35397,2644,33161,4880,4302,36824,23152,5743,411,4383,55161,10888,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,U.S. Congress,U.S. Congress Total,4589162,2358961,4337722,,204479,,1461874,40215,116200,26263,0,804778,565031,961683,2351429,354303,356716,2462890,2126272,,,2295513,,,2164810,128839,2046139,247510,219155,2308747,1568614,452833,39813,225266,3568722,795174,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Alameda,127422,65921,119810,,6457,,38147,1590,2594,625,0,20143,40822,13654,38819,21166,12961,70941,56481,,,59222,,,62731,5469,58376,9824,6685,65998,42206,11820,713,6825,100752,19845,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Alpine,175,102,165,,,,18,,,0,0,,0,,,0,106,83,92,,,57,,,,,104,14,,140,24,,0,,159,,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Amador,3567,1895,3300,,143,,838,32,138,39,0,482,39,2871,385,48,224,1918,1649,,,1319,,,2105,143,1984,264,245,2027,1009,258,28,252,2840,475,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Butte,33291,17464,31883,,1701,,9504,390,856,209,0,5113,1180,21790,5432,2507,2382,17242,16049,,,13314,,,19121,856,18282,1695,1147,18345,10566,2968,265,1179,27018,5094,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Calaveras,5619,3015,5310,,104,,1392,73,190,51,0,651,45,4619,623,76,256,2934,2685,,,1936,,,3416,267,3159,524,290,3396,1512,384,37,294,4681,644,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Colusa,1591,684,1542,,46,,513,19,31,,0,312,23,508,956,31,73,880,711,,,878,,,670,43,622,91,40,833,535,172,11,42,1238,311,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Contra Costa,74451,36817,70434,,2907,,23872,579,1453,404,0,11577,20633,15345,23710,6200,8563,41771,32680,,,36980,,,35077,2394,33195,4276,3515,38293,25870,6318,455,3587,59469,11395,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Del Norte,5247,2585,5136,,166,,2141,27,230,58,0,897,43,3428,616,348,812,2721,2526,,,2202,,,2937,108,2830,215,100,2521,1868,694,64,108,4243,896,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,El Dorado,13860,7728,12946,,273,,3026,131,496,130,0,1690,170,9595,2174,285,1636,7152,6708,,,5185,,,8165,510,7661,1014,835,8562,3486,884,93,855,11352,1653,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Fresno,239848,104259,229482,,8173,,82343,1480,4213,1033,0,50637,21143,34937,137446,30640,15682,128012,111836,,,128113,,,108163,3572,103977,7758,9002,115802,86216,27246,1582,9238,180425,50185,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Glenn,3841,1620,3729,,114,,1213,44,154,26,0,809,57,1701,1669,209,205,2015,1826,,,2015,,,1749,77,1678,148,93,1917,1385,409,37,106,2931,804,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Humboldt,21655,12512,20170,,1302,,4883,255,764,159,0,2952,529,13394,2669,1018,4045,11176,10479,,,7899,,,13116,640,12493,1263,1209,12538,6129,1589,190,1225,17488,2942,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Imperial,44800,18100,43446,,830,,15183,475,832,240,0,7387,626,2845,39722,166,1441,24704,20096,,,21650,,,21979,1171,20733,2417,1230,23759,15259,4336,216,1284,36168,7348,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Inyo,2099,1085,2025,,80,,307,18,54,,0,306,11,948,507,12,621,1081,1018,,,900,,,1130,69,1052,147,,1392,525,104,,70,1723,306,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Kern,165204,70981,159093,,4667,,60067,425,3669,1230,0,36205,16287,40361,99084,3265,6207,89316,75888,,,90140,,,72134,2930,69229,5835,5249,79080,58846,20777,1252,5420,123972,35812,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Kings,25420,11212,24562,,700,,8620,230,859,242,0,5082,1634,4836,16958,542,1450,13779,11641,,,13212,,,11752,456,11313,895,728,12607,9033,2835,217,769,19615,5036,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Lake,12431,6485,12027,,358,,3253,296,247,40,0,2049,398,8479,2320,116,1118,6436,5995,,,5007,,,6964,460,6575,849,359,7152,3748,1109,63,370,10027,2034,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Lassen,3328,1635,3159,,51,,1319,21,167,31,0,578,77,2470,364,77,340,1784,1544,,,1433,,,1828,67,1752,143,149,1544,1184,422,29,156,2602,570,,,,,,,,,,,,,,,,,,,,,
2015,CalFresh,County,Los Angeles,1196414,603759,1126724,,87291,,431280,11014,44557,8139,0,216499,200094,126800,739876,49348,80296,640978,555436,,,612392,,,554159,29863,523513,60509,58534,535869,443324,140870,17817,60750,921700,213964,,,,,,,,,,,,,,,,,,,,,
